line,size,line_impedance,line_length
15590,109,0.73,0.18
15591,182,0.61,0.38
15592,126,0.63,0.17
15593,22,0.32,0.36
15594,98,0.58,0.29
15595,87,0.49,0.18
15596,75,0.32,0.23
15597,147,0.71,0.25
15598,116,0.69,0.35
15599,109,0.73,0.25
15600,165,0.38,0.23
15601,149,0.53,0.35
15602,197,0.47,0.33
15603,37,0.21,0.13
15604,70,0.26,0.31
15605,125,0.4,0.24
15606,30,0.32,0.12
15607,52,0.59,0.34
15608,164,0.68,0.2
15609,86,0.73,0.17
15610,189,0.41,0.24
15611,174,0.28,0.31
15612,22,0.6,0.31
15613,196,0.2,0.12
15614,197,0.48,0.17
15615,89,0.2,0.15
15616,164,0.7,0.31
15617,96,0.67,0.19
15618,143,0.54,0.3
15619,116,0.65,0.19
15620,34,0.49,0.4
15621,49,0.8,0.11
15622,66,0.51,0.11
15623,37,0.78,0.31
15624,76,0.52,0.4
15625,133,0.61,0.2
15626,180,0.77,0.25
15627,116,0.51,0.35
15628,189,0.33,0.35
15629,166,0.56,0.26
15630,51,0.45,0.2
15631,85,0.39,0.26
15632,85,0.58,0.2
15633,44,0.36,0.21
15634,57,0.3,0.12
15635,23,0.48,0.17
15636,99,0.3,0.38
15637,194,0.37,0.33
15638,129,0.46,0.3
15639,90,0.28,0.23
15640,69,0.52,0.13
15641,168,0.35,0.25
15642,22,0.27,0.32
15643,69,0.59,0.36
15644,180,0.71,0.34
15645,186,0.32,0.36
15646,73,0.25,0.2
15647,91,0.24,0.15
15648,46,0.39,0.16
15649,62,0.69,0.11
15650,90,0.54,0.15
15651,120,0.39,0.26
15652,32,0.22,0.38
15653,152,0.61,0.31
15654,169,0.5,0.13
15655,53,0.47,0.26
15656,30,0.39,0.3
15657,82,0.79,0.35
15658,39,0.3,0.25
15659,90,0.28,0.19
15660,66,0.43,0.15
15661,178,0.72,0.23
15662,158,0.38,0.22
15663,56,0.24,0.34
15664,103,0.64,0.24
15665,76,0.46,0.33
15666,148,0.46,0.29
15667,68,0.4,0.28
15668,117,0.61,0.34
15669,72,0.53,0.31
15670,34,0.21,0.39
15671,63,0.63,0.12
15672,45,0.26,0.24
15673,178,0.78,0.19
15674,166,0.58,0.38
15675,115,0.51,0.38
15676,103,0.32,0.13
15677,168,0.57,0.28
15678,60,0.47,0.2
15679,52,0.74,0.15
15680,24,0.41,0.34
15681,160,0.64,0.36
15682,108,0.38,0.1
15683,160,0.23,0.14
15684,109,0.74,0.34
15685,84,0.63,0.32
15686,33,0.78,0.22
15687,63,0.37,0.29
15688,142,0.29,0.13
15689,101,0.42,0.15
15690,156,0.54,0.16
15691,168,0.67,0.22
15692,64,0.48,0.12
15693,101,0.65,0.18
15694,21,0.21,0.13
15695,135,0.64,0.16
15696,98,0.78,0.11
15697,67,0.41,0.13
15698,107,0.71,0.16
15699,50,0.76,0.15
15700,95,0.28,0.33
15701,153,0.37,0.23
15702,113,0.71,0.31
15703,120,0.35,0.14
15704,106,0.68,0.24
15705,138,0.57,0.17
15706,58,0.23,0.34
15707,106,0.27,0.15
15708,190,0.6,0.39
15709,200,0.54,0.36
15710,79,0.23,0.11
15711,154,0.37,0.29
15712,114,0.78,0.35
15713,131,0.27,0.34
15714,139,0.74,0.22
15715,92,0.33,0.19
15716,145,0.76,0.22
15717,120,0.65,0.26
15718,159,0.68,0.39
15719,89,0.21,0.11
15720,159,0.69,0.28
15721,81,0.55,0.26
15722,160,0.52,0.37
15723,95,0.74,0.32
15724,196,0.47,0.29
15725,45,0.69,0.12
15726,196,0.36,0.19
15727,199,0.73,0.2
15728,187,0.31,0.28
15729,74,0.57,0.16
15730,128,0.58,0.29
15731,58,0.66,0.19
15732,42,0.39,0.36
15733,153,0.41,0.24
15734,102,0.55,0.29
15735,161,0.39,0.12
15736,88,0.8,0.18
15737,56,0.78,0.29
15738,103,0.51,0.27
15739,179,0.4,0.33
15740,33,0.27,0.25
15741,123,0.57,0.21
15742,88,0.8,0.25
15743,25,0.64,0.16
15744,98,0.27,0.39
15745,93,0.39,0.15
15746,88,0.75,0.37
15747,131,0.33,0.14
15748,53,0.56,0.34
15749,84,0.31,0.24
15750,156,0.2,0.31
15751,22,0.55,0.15
15752,152,0.72,0.2
15753,52,0.2,0.35
15754,29,0.34,0.2
15755,22,0.33,0.11
15756,61,0.41,0.25
15757,134,0.41,0.21
15758,78,0.32,0.17
15759,189,0.21,0.22
15760,90,0.2,0.12
15761,83,0.32,0.14
15762,100,0.22,0.22
15763,56,0.45,0.33
15764,107,0.7,0.34
15765,171,0.46,0.37
15766,113,0.22,0.17
15767,200,0.75,0.14
15768,111,0.56,0.39
15769,85,0.23,0.12
15770,113,0.64,0.17
15771,36,0.66,0.25
15772,120,0.34,0.1
15773,196,0.57,0.18
15774,180,0.23,0.36
15775,194,0.74,0.19
15776,121,0.34,0.39
15777,85,0.73,0.26
15778,159,0.22,0.39
15779,91,0.23,0.16
15780,104,0.57,0.34
15781,141,0.3,0.25
15782,146,0.65,0.15
15783,85,0.44,0.29
15784,140,0.5,0.32
15785,80,0.54,0.26
15786,84,0.67,0.28
15787,179,0.39,0.11
15788,28,0.24,0.35
15789,78,0.63,0.34
15790,185,0.69,0.34
15791,70,0.47,0.18
15792,107,0.63,0.36
15793,141,0.78,0.18
15794,97,0.5,0.23
15795,62,0.57,0.35
15796,101,0.29,0.22
15797,163,0.38,0.19
15798,145,0.57,0.16
15799,50,0.6,0.36
15800,124,0.27,0.16
15801,60,0.49,0.23
15802,24,0.66,0.21
15803,174,0.75,0.26
15804,128,0.2,0.2
15805,124,0.33,0.15
15806,147,0.66,0.29
15807,55,0.5,0.32
15808,126,0.42,0.36
15809,190,0.72,0.15
15810,115,0.34,0.35
15811,114,0.52,0.19
15812,170,0.47,0.37
15813,186,0.47,0.36
15814,29,0.65,0.17
15815,190,0.2,0.34
15816,50,0.27,0.38
15817,96,0.42,0.39
15818,119,0.63,0.38
15819,28,0.27,0.33
15820,181,0.27,0.32
15821,100,0.36,0.3
15822,50,0.31,0.15
15823,99,0.47,0.39
15824,188,0.8,0.2
15825,144,0.48,0.17
15826,158,0.57,0.18
15827,74,0.26,0.2
15828,178,0.42,0.23
15829,182,0.4,0.11
15830,28,0.42,0.11
15831,176,0.71,0.21
15832,64,0.48,0.33
15833,180,0.35,0.33
15834,156,0.78,0.11
15835,105,0.56,0.37
15836,23,0.39,0.23
15837,86,0.51,0.15
15838,195,0.77,0.13
15839,171,0.52,0.26
15840,60,0.37,0.3
15841,82,0.22,0.38
15842,196,0.62,0.3
15843,41,0.21,0.39
15844,54,0.65,0.25
15845,103,0.61,0.38
15846,64,0.71,0.1
15847,141,0.64,0.34
15848,166,0.32,0.31
15849,199,0.23,0.19
15850,52,0.77,0.24
15851,114,0.51,0.3
15852,188,0.29,0.36
15853,191,0.3,0.27
15854,160,0.71,0.36
15855,42,0.33,0.22
15856,151,0.51,0.31
15857,173,0.78,0.11
15858,128,0.3,0.29
15859,191,0.23,0.3
15860,182,0.69,0.19
15861,30,0.58,0.35
15862,80,0.73,0.15
15863,157,0.6,0.14
15864,188,0.62,0.25
15865,152,0.76,0.25
15866,135,0.3,0.2
15867,51,0.39,0.37
15868,89,0.68,0.23
15869,200,0.31,0.4
15870,49,0.45,0.31
15871,37,0.57,0.34
15872,146,0.2,0.39
15873,31,0.24,0.22
15874,103,0.79,0.27
15875,176,0.34,0.39
15876,68,0.78,0.36
15877,190,0.5,0.28
15878,109,0.68,0.4
15879,41,0.69,0.32
15880,198,0.73,0.38
15881,172,0.75,0.14
15882,200,0.42,0.1
15883,30,0.23,0.24
15884,166,0.38,0.36
15885,192,0.69,0.22
15886,178,0.68,0.24
15887,145,0.27,0.32
15888,188,0.23,0.17
15889,193,0.46,0.25
15890,185,0.26,0.38
15891,156,0.65,0.25
15892,150,0.56,0.24
15893,169,0.34,0.39
15894,92,0.48,0.34
15895,181,0.44,0.37
15896,163,0.45,0.19
15897,135,0.43,0.24
15898,27,0.44,0.19
15899,177,0.28,0.34
15900,175,0.53,0.4
15901,70,0.49,0.14
15902,168,0.44,0.37
15903,38,0.33,0.19
15904,108,0.41,0.39
15905,143,0.39,0.36
15906,162,0.3,0.37
15907,82,0.44,0.21
15908,118,0.73,0.11
15909,199,0.63,0.36
15910,96,0.79,0.3
15911,130,0.78,0.16
15912,125,0.29,0.26
15913,20,0.3,0.21
15914,173,0.24,0.37
15915,164,0.38,0.22
15916,176,0.57,0.2
15917,100,0.39,0.11
15918,121,0.63,0.23
15919,200,0.34,0.18
15920,84,0.47,0.13
15921,89,0.45,0.37
15922,126,0.54,0.24
15923,95,0.56,0.28
15924,29,0.32,0.37
15925,88,0.76,0.31
15926,53,0.67,0.14
15927,171,0.68,0.33
15928,106,0.69,0.2
15929,196,0.24,0.31
15930,38,0.25,0.29
15931,192,0.7,0.37
15932,56,0.41,0.13
15933,49,0.47,0.14
15934,100,0.2,0.16
15935,78,0.64,0.3
15936,144,0.23,0.26
15937,37,0.67,0.39
15938,145,0.62,0.35
15939,88,0.4,0.22
15940,139,0.76,0.3
15941,21,0.43,0.39
15942,27,0.52,0.13
15943,60,0.71,0.39
15944,147,0.74,0.39
15945,76,0.33,0.17
15946,49,0.34,0.15
15947,108,0.47,0.26
15948,161,0.62,0.21
15949,91,0.72,0.23
15950,91,0.4,0.35
15951,125,0.51,0.12
15952,44,0.64,0.36
15953,109,0.32,0.36
15954,131,0.48,0.11
15955,57,0.5,0.27
15956,70,0.57,0.23
15957,51,0.59,0.19
15958,184,0.33,0.23
15959,77,0.36,0.2
15960,78,0.26,0.18
15961,86,0.4,0.2
15962,47,0.52,0.1
15963,123,0.55,0.37
15964,85,0.23,0.23
15965,91,0.59,0.1
15966,108,0.58,0.22
15967,147,0.41,0.22
15968,33,0.77,0.12
15969,123,0.65,0.26
15970,166,0.74,0.26
15971,124,0.61,0.16
15972,78,0.4,0.22
15973,169,0.37,0.13
15974,176,0.7,0.34
15975,27,0.66,0.14
15976,38,0.23,0.35
15977,179,0.78,0.36
15978,21,0.57,0.33
15979,128,0.59,0.1
15980,179,0.3,0.37
15981,174,0.7,0.31
15982,124,0.51,0.27
15983,197,0.77,0.3
15984,91,0.36,0.22
15985,149,0.25,0.28
15986,168,0.39,0.18
15987,43,0.46,0.32
15988,110,0.52,0.18
15989,37,0.78,0.38
15990,39,0.8,0.17
15991,56,0.6,0.21
15992,91,0.42,0.19
15993,129,0.3,0.15
15994,31,0.75,0.21
15995,172,0.25,0.31
15996,163,0.49,0.35
15997,195,0.21,0.28
15998,141,0.53,0.3
15999,75,0.4,0.24
16000,25,0.66,0.13
16001,124,0.24,0.31
16002,123,0.67,0.14
16003,108,0.45,0.29
16004,39,0.41,0.36
16005,108,0.74,0.31
16006,21,0.48,0.27
16007,46,0.76,0.39
16008,47,0.56,0.28
16009,152,0.2,0.27
16010,195,0.64,0.17
16011,182,0.21,0.11
16012,58,0.4,0.34
16013,140,0.74,0.24
16014,20,0.74,0.31
16015,177,0.71,0.31
16016,111,0.27,0.19
16017,44,0.34,0.22
16018,162,0.51,0.1
16019,86,0.56,0.19
16020,60,0.54,0.24
16021,20,0.54,0.22
16022,186,0.56,0.1
16023,87,0.3,0.11
16024,115,0.33,0.24
16025,84,0.66,0.31
16026,199,0.31,0.37
16027,192,0.56,0.4
16028,189,0.2,0.38
16029,133,0.64,0.17
16030,194,0.67,0.25
16031,179,0.22,0.29
16032,173,0.33,0.27
16033,175,0.78,0.12
16034,147,0.75,0.16
16035,45,0.39,0.3
16036,67,0.41,0.12
16037,198,0.72,0.31
16038,142,0.78,0.19
16039,146,0.72,0.23
16040,97,0.56,0.24
16041,121,0.46,0.28
16042,90,0.73,0.21
16043,118,0.63,0.29
16044,182,0.35,0.37
16045,59,0.69,0.34
16046,129,0.44,0.28
16047,102,0.67,0.34
16048,164,0.58,0.15
16049,58,0.79,0.39
16050,181,0.71,0.26
16051,24,0.8,0.37
16052,187,0.44,0.11
16053,24,0.77,0.31
16054,94,0.4,0.16
16055,192,0.7,0.18
16056,93,0.54,0.27
16057,107,0.43,0.27
16058,160,0.56,0.24
16059,103,0.43,0.11
16060,84,0.59,0.16
16061,47,0.5,0.13
16062,146,0.8,0.33
16063,67,0.62,0.35
16064,168,0.77,0.17
16065,131,0.3,0.13
16066,22,0.35,0.19
16067,180,0.42,0.36
16068,166,0.73,0.15
16069,166,0.73,0.28
16070,117,0.64,0.4
16071,179,0.66,0.14
16072,63,0.53,0.19
16073,28,0.37,0.28
16074,129,0.58,0.23
16075,119,0.72,0.1
16076,85,0.32,0.18
16077,152,0.59,0.12
16078,35,0.39,0.31
16079,77,0.22,0.23
16080,150,0.5,0.23
16081,199,0.29,0.2
16082,65,0.47,0.35
16083,154,0.22,0.37
16084,76,0.62,0.1
16085,61,0.57,0.36
16086,160,0.39,0.3
16087,71,0.4,0.29
16088,194,0.22,0.16
16089,139,0.78,0.2
16090,91,0.46,0.36
16091,150,0.38,0.25
16092,112,0.72,0.2
16093,76,0.52,0.33
16094,164,0.79,0.34
16095,56,0.74,0.23
16096,164,0.21,0.37
16097,120,0.36,0.38
16098,166,0.29,0.19
16099,129,0.68,0.26
16100,32,0.76,0.28
16101,39,0.53,0.33
16102,64,0.47,0.37
16103,57,0.72,0.14
16104,133,0.39,0.22
16105,37,0.68,0.11
16106,44,0.66,0.28
16107,46,0.24,0.18
16108,187,0.28,0.28
16109,104,0.22,0.32
16110,49,0.54,0.38
16111,31,0.56,0.33
16112,167,0.65,0.29
16113,30,0.79,0.3
16114,54,0.46,0.19
16115,47,0.67,0.29
16116,78,0.62,0.24
16117,31,0.8,0.3
16118,83,0.56,0.21
16119,64,0.54,0.27
16120,130,0.7,0.3
16121,24,0.25,0.13
16122,147,0.58,0.14
16123,94,0.64,0.23
16124,199,0.45,0.15
16125,130,0.25,0.4
16126,182,0.45,0.17
16127,195,0.35,0.24
16128,182,0.63,0.25
16129,175,0.67,0.25
16130,36,0.49,0.2
16131,70,0.38,0.12
16132,98,0.4,0.32
16133,100,0.68,0.37
16134,130,0.51,0.23
16135,53,0.69,0.32
16136,162,0.75,0.31
16137,181,0.58,0.38
16138,170,0.3,0.31
16139,140,0.59,0.21
16140,122,0.4,0.21
16141,113,0.33,0.21
16142,36,0.76,0.14
16143,62,0.6,0.19
16144,81,0.49,0.38
16145,166,0.77,0.22
16146,70,0.39,0.38
16147,97,0.49,0.15
16148,111,0.64,0.14
16149,81,0.54,0.14
16150,192,0.25,0.23
16151,116,0.31,0.36
16152,93,0.72,0.21
16153,62,0.56,0.11
16154,188,0.63,0.22
16155,67,0.35,0.19
16156,156,0.57,0.33
16157,81,0.66,0.23
16158,86,0.22,0.26
16159,60,0.5,0.26
16160,27,0.27,0.36
16161,187,0.74,0.13
16162,95,0.65,0.28
16163,200,0.35,0.37
16164,21,0.67,0.18
16165,88,0.35,0.36
16166,132,0.67,0.39
16167,186,0.3,0.11
16168,186,0.48,0.28
16169,147,0.53,0.16
16170,173,0.39,0.29
16171,161,0.63,0.19
16172,44,0.55,0.19
16173,20,0.52,0.34
16174,195,0.4,0.14
16175,171,0.79,0.27
16176,195,0.43,0.22
16177,178,0.63,0.29
16178,129,0.44,0.16
16179,172,0.35,0.38
16180,90,0.45,0.33
16181,63,0.29,0.37
16182,68,0.37,0.34
16183,65,0.37,0.16
16184,162,0.42,0.4
16185,153,0.55,0.22
16186,35,0.51,0.21
16187,83,0.28,0.15
16188,71,0.73,0.1
16189,88,0.57,0.19
16190,29,0.8,0.26
16191,199,0.44,0.1
16192,128,0.58,0.25
16193,199,0.77,0.37
16194,103,0.73,0.27
16195,31,0.7,0.11
16196,76,0.24,0.38
16197,175,0.3,0.4
16198,182,0.37,0.16
16199,144,0.34,0.32
16200,85,0.45,0.39
16201,120,0.75,0.29
16202,128,0.6,0.14
16203,139,0.49,0.22
16204,66,0.6,0.17
16205,133,0.28,0.22
16206,41,0.58,0.35
16207,192,0.44,0.14
16208,84,0.28,0.17
16209,196,0.28,0.24
16210,171,0.75,0.34
16211,112,0.45,0.17
16212,88,0.74,0.16
16213,91,0.77,0.39
16214,85,0.31,0.35
16215,177,0.6,0.26
16216,142,0.66,0.12
16217,126,0.76,0.33
16218,65,0.68,0.26
16219,195,0.71,0.13
16220,56,0.49,0.37
16221,196,0.27,0.21
16222,39,0.28,0.32
16223,178,0.75,0.39
16224,88,0.67,0.19
16225,25,0.77,0.35
16226,69,0.44,0.17
16227,190,0.77,0.11
16228,163,0.64,0.22
16229,79,0.59,0.29
16230,90,0.56,0.18
16231,75,0.31,0.14
16232,26,0.27,0.24
16233,165,0.49,0.32
16234,109,0.56,0.22
16235,47,0.27,0.13
16236,136,0.43,0.27
16237,198,0.21,0.2
16238,99,0.66,0.11
16239,169,0.48,0.27
16240,118,0.65,0.4
16241,183,0.65,0.24
16242,137,0.76,0.26
16243,91,0.28,0.26
16244,189,0.78,0.33
16245,49,0.59,0.12
16246,35,0.41,0.32
16247,106,0.32,0.22
16248,139,0.57,0.14
16249,135,0.6,0.18
16250,65,0.43,0.39
16251,21,0.52,0.19
16252,98,0.5,0.27
16253,191,0.74,0.21
16254,183,0.66,0.13
16255,20,0.71,0.38
16256,171,0.56,0.32
16257,72,0.76,0.17
16258,174,0.24,0.34
16259,90,0.53,0.21
16260,137,0.74,0.36
16261,137,0.51,0.2
16262,26,0.72,0.29
16263,67,0.76,0.33
16264,104,0.69,0.28
16265,167,0.66,0.22
16266,125,0.59,0.29
16267,158,0.41,0.39
16268,176,0.76,0.39
16269,139,0.39,0.38
16270,32,0.35,0.39
16271,182,0.72,0.15
16272,143,0.48,0.22
16273,133,0.44,0.27
16274,135,0.28,0.26
16275,71,0.28,0.14
16276,35,0.5,0.31
16277,174,0.26,0.31
16278,79,0.44,0.29
16279,185,0.76,0.26
16280,200,0.26,0.38
16281,55,0.71,0.11
16282,48,0.27,0.38
16283,20,0.61,0.13
16284,167,0.41,0.18
16285,36,0.22,0.14
16286,94,0.64,0.39
16287,47,0.4,0.29
16288,131,0.66,0.33
16289,37,0.45,0.19
16290,134,0.72,0.24
16291,138,0.7,0.11
16292,45,0.21,0.2
16293,33,0.68,0.14
16294,160,0.45,0.2
16295,50,0.44,0.29
16296,184,0.42,0.14
16297,98,0.28,0.37
16298,111,0.72,0.19
16299,199,0.78,0.2
16300,78,0.51,0.15
16301,44,0.56,0.28
16302,152,0.42,0.28
16303,49,0.55,0.18
16304,121,0.39,0.2
16305,101,0.64,0.27
16306,57,0.66,0.23
16307,180,0.3,0.18
16308,175,0.5,0.24
16309,168,0.39,0.28
16310,122,0.23,0.2
16311,68,0.38,0.16
16312,197,0.28,0.39
16313,20,0.35,0.39
16314,80,0.32,0.34
16315,168,0.36,0.34
16316,195,0.69,0.15
16317,89,0.38,0.25
16318,142,0.74,0.24
16319,175,0.7,0.25
16320,163,0.67,0.2
16321,118,0.66,0.14
16322,192,0.32,0.2
16323,89,0.7,0.17
16324,164,0.58,0.28
16325,167,0.79,0.28
16326,200,0.28,0.2
16327,197,0.34,0.26
16328,140,0.34,0.16
16329,133,0.29,0.17
16330,186,0.52,0.38
16331,134,0.26,0.11
16332,143,0.63,0.15
16333,80,0.66,0.38
16334,196,0.26,0.21
16335,100,0.61,0.16
16336,95,0.49,0.36
16337,24,0.8,0.34
16338,169,0.65,0.27
16339,46,0.32,0.33
16340,110,0.71,0.17
16341,194,0.74,0.39
16342,159,0.49,0.29
16343,21,0.78,0.32
16344,199,0.56,0.29
16345,128,0.55,0.2
16346,174,0.26,0.37
16347,23,0.4,0.26
16348,33,0.34,0.19
16349,197,0.76,0.39
16350,110,0.78,0.22
16351,57,0.42,0.22
16352,51,0.47,0.36
16353,174,0.39,0.18
16354,73,0.31,0.16
16355,156,0.69,0.36
16356,111,0.64,0.19
16357,50,0.24,0.38
16358,136,0.66,0.15
16359,156,0.44,0.22
16360,176,0.46,0.16
16361,134,0.41,0.34
16362,103,0.76,0.35
16363,175,0.26,0.37
16364,31,0.38,0.33
16365,77,0.62,0.27
16366,43,0.77,0.14
16367,108,0.26,0.11
16368,197,0.31,0.21
16369,38,0.27,0.25
16370,139,0.66,0.33
16371,113,0.48,0.38
16372,106,0.64,0.31
16373,160,0.69,0.38
16374,155,0.77,0.11
16375,42,0.45,0.14
16376,154,0.35,0.26
16377,143,0.52,0.3
16378,62,0.25,0.14
16379,175,0.77,0.24
16380,167,0.43,0.24
16381,120,0.32,0.11
16382,184,0.73,0.15
16383,153,0.22,0.28
16384,113,0.34,0.16
16385,154,0.61,0.15
16386,111,0.39,0.33
16387,50,0.69,0.36
16388,116,0.46,0.25
16389,102,0.25,0.21
16390,131,0.63,0.38
16391,86,0.28,0.11
16392,58,0.43,0.11
16393,170,0.33,0.18
16394,173,0.72,0.17
16395,111,0.55,0.39
16396,30,0.35,0.2
16397,88,0.76,0.37
16398,135,0.77,0.35
16399,176,0.58,0.3
16400,139,0.42,0.3
16401,148,0.22,0.29
16402,23,0.44,0.17
16403,194,0.27,0.2
16404,29,0.31,0.33
16405,81,0.38,0.23
16406,184,0.67,0.26
16407,72,0.71,0.13
16408,130,0.71,0.37
16409,61,0.27,0.22
16410,73,0.45,0.33
16411,126,0.58,0.17
16412,34,0.68,0.39
16413,148,0.21,0.13
16414,43,0.56,0.27
16415,134,0.62,0.3
16416,168,0.48,0.19
16417,64,0.23,0.24
16418,74,0.39,0.34
16419,24,0.75,0.12
16420,176,0.42,0.11
16421,62,0.49,0.15
16422,105,0.29,0.3
16423,138,0.34,0.32
16424,177,0.51,0.36
16425,173,0.37,0.1
16426,129,0.26,0.13
16427,56,0.29,0.12
16428,77,0.63,0.35
16429,183,0.7,0.19
16430,171,0.58,0.17
16431,145,0.42,0.3
16432,120,0.6,0.16
16433,118,0.37,0.31
16434,109,0.31,0.32
16435,103,0.64,0.26
16436,141,0.76,0.32
16437,119,0.39,0.19
16438,142,0.28,0.14
16439,173,0.46,0.22
16440,92,0.33,0.25
16441,150,0.6,0.14
16442,193,0.26,0.2
16443,40,0.73,0.3
16444,97,0.54,0.12
16445,74,0.58,0.35
16446,127,0.72,0.38
16447,102,0.53,0.28
16448,84,0.67,0.33
16449,155,0.29,0.29
16450,38,0.8,0.33
16451,147,0.69,0.17
16452,63,0.58,0.36
16453,159,0.53,0.28
16454,116,0.42,0.25
16455,182,0.3,0.2
16456,57,0.59,0.24
16457,89,0.43,0.29
16458,124,0.75,0.27
16459,193,0.34,0.32
16460,42,0.31,0.19
16461,137,0.53,0.23
16462,50,0.79,0.31
16463,37,0.75,0.34
16464,179,0.74,0.36
16465,93,0.2,0.25
16466,32,0.74,0.34
16467,199,0.24,0.33
16468,120,0.25,0.37
16469,64,0.76,0.11
16470,82,0.69,0.23
16471,164,0.59,0.26
16472,45,0.2,0.4
16473,123,0.66,0.1
16474,59,0.63,0.18
16475,184,0.2,0.14
16476,169,0.35,0.14
16477,172,0.5,0.1
16478,51,0.77,0.13
16479,59,0.77,0.38
16480,36,0.69,0.35
16481,129,0.76,0.12
16482,55,0.31,0.22
16483,83,0.52,0.25
16484,125,0.56,0.28
16485,45,0.31,0.32
16486,157,0.36,0.27
16487,163,0.42,0.23
16488,166,0.31,0.33
16489,28,0.2,0.34
16490,29,0.6,0.22
16491,196,0.59,0.13
16492,97,0.47,0.21
16493,79,0.42,0.25
16494,170,0.3,0.19
16495,40,0.8,0.19
16496,63,0.43,0.15
16497,39,0.24,0.3
16498,132,0.72,0.34
16499,170,0.68,0.16
16500,74,0.32,0.33
16501,165,0.73,0.2
16502,65,0.34,0.17
16503,200,0.77,0.14
16504,184,0.7,0.21
16505,101,0.77,0.37
16506,145,0.75,0.37
16507,192,0.64,0.25
16508,82,0.35,0.15
16509,154,0.66,0.17
16510,179,0.2,0.28
16511,91,0.41,0.32
16512,29,0.45,0.23
16513,86,0.72,0.17
16514,124,0.22,0.33
16515,157,0.76,0.34
16516,181,0.43,0.18
16517,114,0.51,0.33
16518,21,0.6,0.34
16519,166,0.45,0.2
16520,200,0.62,0.39
16521,142,0.37,0.4
16522,116,0.7,0.29
16523,156,0.49,0.38
16524,22,0.2,0.14
16525,33,0.52,0.17
16526,29,0.79,0.17
16527,176,0.49,0.29
16528,122,0.7,0.25
16529,30,0.53,0.31
16530,108,0.76,0.22
16531,115,0.56,0.11
16532,51,0.72,0.2
16533,106,0.66,0.28
16534,162,0.23,0.12
16535,100,0.62,0.31
16536,134,0.44,0.26
16537,134,0.61,0.19
16538,131,0.69,0.18
16539,44,0.51,0.28
16540,103,0.63,0.13
16541,108,0.44,0.15
16542,24,0.31,0.34
16543,88,0.47,0.24
16544,105,0.51,0.32
16545,141,0.27,0.19
16546,197,0.68,0.15
16547,78,0.53,0.38
16548,198,0.59,0.26
16549,135,0.46,0.19
16550,198,0.53,0.12
16551,80,0.24,0.37
16552,72,0.64,0.34
16553,92,0.41,0.26
16554,127,0.65,0.22
16555,116,0.48,0.39
16556,142,0.34,0.12
16557,60,0.42,0.32
16558,93,0.55,0.22
16559,73,0.41,0.2
16560,157,0.71,0.24
16561,154,0.44,0.33
16562,64,0.61,0.13
16563,51,0.25,0.19
16564,75,0.71,0.39
16565,117,0.49,0.3
16566,53,0.43,0.19
16567,196,0.41,0.13
16568,34,0.67,0.21
16569,185,0.48,0.3
16570,88,0.75,0.14
16571,104,0.22,0.25
16572,20,0.5,0.31
16573,134,0.53,0.37
16574,58,0.42,0.34
16575,29,0.6,0.13
16576,193,0.56,0.37
16577,103,0.69,0.21
16578,139,0.67,0.38
16579,147,0.74,0.18
16580,97,0.38,0.14
16581,188,0.53,0.14
16582,137,0.58,0.28
16583,166,0.22,0.31
16584,53,0.72,0.29
16585,181,0.63,0.33
16586,31,0.47,0.37
16587,73,0.3,0.36
16588,102,0.56,0.33
16589,80,0.5,0.38
16590,118,0.35,0.13
16591,158,0.65,0.17
16592,27,0.32,0.26
16593,162,0.24,0.19
16594,150,0.52,0.35
16595,172,0.36,0.17
16596,190,0.67,0.29
16597,54,0.78,0.13
16598,102,0.5,0.34
16599,35,0.46,0.26
16600,166,0.69,0.33
16601,22,0.75,0.11
16602,51,0.27,0.21
16603,161,0.23,0.3
16604,21,0.53,0.25
16605,86,0.34,0.38
16606,27,0.2,0.2
16607,66,0.65,0.31
16608,163,0.5,0.17
16609,44,0.46,0.19
16610,198,0.7,0.36
16611,145,0.4,0.22
16612,133,0.42,0.32
16613,149,0.69,0.31
16614,96,0.63,0.25
16615,87,0.43,0.26
16616,199,0.77,0.22
16617,87,0.4,0.28
16618,61,0.61,0.39
16619,62,0.55,0.2
16620,150,0.53,0.35
16621,93,0.21,0.24
16622,99,0.65,0.17
16623,152,0.24,0.39
16624,185,0.78,0.21
16625,27,0.29,0.17
16626,70,0.68,0.19
16627,144,0.5,0.38
16628,167,0.65,0.31
16629,68,0.65,0.3
16630,154,0.33,0.25
16631,49,0.68,0.29
16632,112,0.46,0.15
16633,156,0.3,0.11
16634,75,0.35,0.21
16635,100,0.45,0.21
16636,158,0.79,0.39
16637,58,0.26,0.16
16638,103,0.54,0.24
16639,87,0.29,0.31
16640,159,0.52,0.12
16641,65,0.4,0.36
16642,152,0.5,0.29
16643,192,0.24,0.33
16644,122,0.26,0.13
16645,136,0.32,0.19
16646,43,0.42,0.28
16647,185,0.74,0.11
16648,87,0.58,0.18
16649,199,0.44,0.26
16650,104,0.35,0.38
16651,64,0.51,0.18
16652,168,0.36,0.32
16653,116,0.34,0.21
16654,167,0.5,0.14
16655,198,0.36,0.15
16656,72,0.35,0.16
16657,90,0.38,0.12
16658,56,0.64,0.36
16659,66,0.3,0.27
16660,107,0.78,0.35
16661,119,0.7,0.37
16662,74,0.74,0.16
16663,179,0.44,0.31
16664,29,0.62,0.35
